identifier,amount,execution-date,reference,category,account-of-receiver,account-of-creator
1654,735.57,2019-12-14T10:49:31.642023,Effing,food,DE67444719107381296569,DE27235503909700305654
1656,736.31,2020-05-20T10:49:31.642023,Edeka,supermarket,DE77851065666584720184,DE27235503909700305654
1693,754.40,2020-05-27T10:49:31.642023,Zeit für Brot,food,DE46175649932131791856,DE27235503909700305654
1751,311.10,2019-10-20T10:49:31.642023,Esprit,clothes,DE32132962269821718345,DE27235503909700305654
1780,711.86,2021-05-18T10:49:31.642279,hotels.com,vacation,DE31852781254280985515,DE27235503909700305654
1808,996.19,2021-08-08T10:49:31.641958,booking.com,vacation,DE50561242036667643899,DE27235503909700305654
1845,786.10,2019-10-03T10:49:31.642023,thanks,transfer,DE28571102327654896575,DE27235503909700305654
1850,394.56,2021-04-10T10:49:31.642023,hotels.com,vacation,DE51728838437501118370,DE27235503909700305654
1881,555.27,2019-03-07T10:49:31.642023,Esprit,clothes,DE65403466947923029055,DE27235503909700305654
1918,470.13,2020-05-12T10:49:31.642023,Lokal,food,DE32132962269821718345,DE27235503909700305654
1942,964.74,2020-08-20T10:49:31.641890,ryanair,vacation,DE10985785971549145687,DE27235503909700305654
1953,789.94,2020-01-18T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE27235503909700305654
1972,635.95,2019-03-21T10:49:31.642023,Pauly Saal,food,DE78690946739504309806,DE27235503909700305654
1979,134.38,2020-01-29T10:49:31.642023,Zalando,clothes,DE27235503909700305654,DE27235503909700305654
6,145.39,2019-11-02T10:49:31.642256,S.Oliver,clothes,DE44305226222441557697,DE28254691836878919381
39,263.50,2020-05-23T10:49:31.642256,S.Oliver,clothes,DE50493093512418563495,DE28254691836878919381
55,446.70,2022-03-07T10:49:31.642256,Vero Moda,clothes,DE82444435329779109646,DE28254691836878919381
64,328.16,2020-10-01T10:49:31.642256,S.Oliver,clothes,DE78690946739504309806,DE28254691836878919381
92,181.31,2020-06-15T10:49:31.642256,Edeka,supermarket,DE22170806079195028710,DE28254691836878919381
149,165.17,2021-01-27T10:49:31.642256,thanks,transfer,DE93852973047302670654,DE28254691836878919381
190,35.17,2020-07-17T10:49:31.642256,Cocolo Ramen,food,DE32132962269821718345,DE28254691836878919381
200,58.36,2022-02-16T10:49:31.642256,easyjet,vacation,DE76894768662419673111,DE28254691836878919381
208,170.71,2020-04-19T10:49:31.642256,Aldi,supermarket,DE76894768662419673111,DE28254691836878919381
231,668.15,2019-11-27T10:49:31.642256,Rewe,supermarket,DE92648558961468741310,DE28254691836878919381
235,138.44,2019-09-09T10:49:31.642256,thanks,transfer,DE27235503909700305654,DE28254691836878919381
253,889.60,2019-11-30T10:49:31.642256,Aldi,supermarket,DE44305226222441557697,DE28254691836878919381
311,99.68,2021-06-13T10:49:31.642256,Aldi,supermarket,DE22170806079195028710,DE28254691836878919381
329,314.32,2019-09-12T10:49:31.642256,Effing,food,DE76894768662419673111,DE28254691836878919381
385,60.92,2019-12-16T10:49:31.642256,thanks,transfer,DE82444435329779109646,DE28254691836878919381
418,320.74,2021-03-07T10:49:31.642256,easyjet,vacation,DE31852781254280985515,DE28254691836878919381
437,341.16,2022-01-28T10:49:31.642256,Esprit,clothes,DE78690946739504309806,DE28254691836878919381
448,100.71,2021-11-27T10:49:31.642256,CordoBar,food,DE44305226222441557697,DE28254691836878919381
499,903.79,2020-03-19T10:49:31.642256,booking.com,vacation,DE46175649932131791856,DE28254691836878919381
525,422.65,2020-10-16T10:49:31.642256,ryanair,vacation,DE50561242036667643899,DE28254691836878919381
536,28.98,2019-11-15T10:49:31.642256,Rewe,supermarket,DE10985785971549145687,DE28254691836878919381
539,701.31,2019-12-23T10:49:31.642256,thanks,transfer,DE92648558961468741310,DE28254691836878919381
588,447.99,2020-11-17T10:49:31.642256,thanks,transfer,DE51728838437501118370,DE28254691836878919381
609,50.41,2020-07-18T10:49:31.642256,booking.com,vacation,DE67444719107381296569,DE28254691836878919381
630,276.60,2020-05-02T10:49:31.642256,easyjet,vacation,DE93852973047302670654,DE28254691836878919381
633,261.73,2020-02-29T10:49:31.642256,Rewe,supermarket,DE33510125629974889896,DE28254691836878919381
665,687.13,2021-09-02T10:49:31.642256,Aldi,supermarket,DE65403466947923029055,DE28254691836878919381
680,796.42,2021-11-24T10:49:31.642256,thanks,transfer,DE50493093512418563495,DE28254691836878919381
681,327.19,2020-08-09T10:49:31.642256,easyjet,vacation,DE50139821739297986888,DE28254691836878919381
692,163.79,2019-10-30T10:49:31.642256,thanks,transfer,DE93852973047302670654,DE28254691836878919381
718,326.17,2021-10-06T10:49:31.642256,thanks,transfer,DE93852973047302670654,DE28254691836878919381
720,100.93,2022-02-25T10:49:31.642256,thanks,transfer,DE32132962269821718345,DE28254691836878919381
774,275.36,2020-03-09T10:49:31.642256,ryanair,vacation,DE70334119137743514093,DE28254691836878919381
853,850.83,2019-09-10T10:49:31.642256,easyjet,vacation,DE98578335434393251543,DE28254691836878919381
875,920.25,2019-09-13T10:49:31.642256,easyjet,vacation,DE70334119137743514093,DE28254691836878919381
884,845.45,2021-01-22T10:49:31.642256,easyjet,vacation,DE32132962269821718345,DE28254691836878919381
894,655.36,2022-02-19T10:49:31.642256,Pasta Bar,food,DE27235503909700305654,DE28254691836878919381
923,876.96,2021-04-03T10:49:31.642256,Pasta Bar,food,DE50139821739297986888,DE28254691836878919381
932,331.16,2019-11-09T10:49:31.642256,ryanair,vacation,DE28254691836878919381,DE28254691836878919381
952,471.21,2019-10-11T10:49:31.642256,Pasta Bar,food,DE51728838437501118370,DE28254691836878919381
953,995.33,2019-11-19T10:49:31.642256,Zalando,clothes,DE50561242036667643899,DE28254691836878919381
1005,191.85,2020-03-04T10:49:31.642256,Pasta Bar,food,DE50139821739297986888,DE28254691836878919381
1011,78.70,2021-05-05T10:49:31.642256,Lokal,food,DE92648558961468741310,DE28254691836878919381
1078,805.48,2022-02-20T10:49:31.642256,easyjet,vacation,DE50561242036667643899,DE28254691836878919381
1082,289.65,2020-11-24T10:49:31.642256,thanks,transfer,DE46175649932131791856,DE28254691836878919381
1138,210.39,2020-08-18T10:49:31.642256,Pasta Bar,food,DE28571102327654896575,DE28254691836878919381
1146,510.39,2021-08-11T10:49:31.642256,booking.com,vacation,DE46175649932131791856,DE28254691836878919381
1186,118.81,2020-08-16T10:49:31.642256,Pauly Saal,food,DE32132962269821718345,DE28254691836878919381
1228,969.47,2020-08-02T10:49:31.642256,Aldi,supermarket,DE50493093512418563495,DE28254691836878919381
1274,729.96,2020-10-16T10:49:31.642256,Aldi,supermarket,DE82444435329779109646,DE28254691836878919381
1276,872.90,2020-10-16T10:49:31.642256,thanks,transfer,DE20117978677399847042,DE28254691836878919381
1390,478.39,2021-05-31T10:49:31.642256,Rewe,supermarket,DE44305226222441557697,DE28254691836878919381
1394,544.37,2021-01-04T10:49:31.642256,Pasta Bar,food,DE28254691836878919381,DE28254691836878919381
1429,732.30,2021-07-18T10:49:31.642256,Edeka,supermarket,DE46175649932131791856,DE28254691836878919381
1432,587.38,2020-10-22T10:49:31.642256,Rewe,supermarket,DE92648558961468741310,DE28254691836878919381
1451,909.64,2019-07-19T10:49:31.642256,hotels.com,vacation,DE44305226222441557697,DE28254691836878919381
1458,212.92,2020-11-05T10:49:31.642256,Vero Moda,clothes,DE50561242036667643899,DE28254691836878919381
1478,718.14,2020-02-13T10:49:31.642256,Zalando,clothes,DE46175649932131791856,DE28254691836878919381
1531,853.77,2021-08-05T10:49:31.642256,Rewe,supermarket,DE28254691836878919381,DE28254691836878919381
1535,220.39,2020-12-31T10:49:31.642256,Effing,food,DE10985785971549145687,DE28254691836878919381
1542,901.81,2021-01-03T10:49:31.642256,thanks,transfer,DE98578335434393251543,DE28254691836878919381
1573,351.28,2019-12-06T10:49:31.642256,thanks,transfer,DE29354508073743831293,DE28254691836878919381
1602,876.68,2021-02-19T10:49:31.642256,Rewe,supermarket,DE28254691836878919381,DE28254691836878919381
1603,478.54,2021-07-07T10:49:31.642256,thanks,transfer,DE78690946739504309806,DE28254691836878919381
1635,378.90,2021-04-03T10:49:31.642256,Cocolo Ramen,food,DE50139821739297986888,DE28254691836878919381
1644,996.64,2021-05-16T10:49:31.642256,booking.com,vacation,DE33510125629974889896,DE28254691836878919381
1663,816.95,2021-02-17T10:49:31.642256,ryanair,vacation,DE78690946739504309806,DE28254691836878919381
1665,950.31,2021-12-31T10:49:31.642256,hotels.com,vacation,DE51728838437501118370,DE28254691836878919381
1713,98.91,2021-01-15T10:49:31.642256,thanks,transfer,DE33510125629974889896,DE28254691836878919381
1722,186.85,2020-10-23T10:49:31.642256,thanks,transfer,DE50139821739297986888,DE28254691836878919381
1734,113.56,2021-12-21T10:49:31.642256,thanks,transfer,DE29354508073743831293,DE28254691836878919381
1777,648.31,2020-11-09T10:49:31.642256,thanks,transfer,DE82444435329779109646,DE28254691836878919381
1783,87.28,2021-01-15T10:49:31.642256,S.Oliver,clothes,DE50139821739297986888,DE28254691836878919381
1797,746.46,2020-07-29T10:49:31.642256,Esprit,clothes,DE50139821739297986888,DE28254691836878919381
1835,709.15,2019-11-21T10:49:31.642256,Edeka,supermarket,DE65403466947923029055,DE28254691836878919381
1878,65.82,2020-10-15T10:49:31.642256,Rewe,supermarket,DE51728838437501118370,DE28254691836878919381
1887,39.89,2020-11-11T10:49:31.642256,Aldi,supermarket,DE20117978677399847042,DE28254691836878919381
1908,23.80,2021-11-24T10:49:31.642256,booking.com,vacation,DE28571102327654896575,DE28254691836878919381
1915,885.65,2022-03-18T10:49:31.642256,booking.com,vacation,DE32132962269821718345,DE28254691836878919381
8,576.62,2019-06-21T10:49:31.642087,easyjet,vacation,DE50493093512418563495,DE28571102327654896575
15,859.91,2019-09-16T10:49:31.642256,easyjet,vacation,DE28254691836878919381,DE28571102327654896575
17,80.18,2019-01-20T10:49:31.642193,Pasta Bar,food,DE98578335434393251543,DE28571102327654896575
62,730.74,2020-10-28T10:49:31.641890,thanks,transfer,DE10985785971549145687,DE28571102327654896575
73,369.86,2019-03-12T10:49:31.641958,Aldi,supermarket,DE50561242036667643899,DE28571102327654896575
82,856.50,2019-01-07T10:49:31.641958,Aldi,supermarket,DE50561242036667643899,DE28571102327654896575
108,760.83,2019-05-09T10:49:31.641937,booking.com,vacation,DE67444719107381296569,DE28571102327654896575
121,785.38,2018-05-11T10:49:31.642193,Lokal,food,DE20117978677399847042,DE28571102327654896575
167,430.50,2020-12-31T10:49:31.642000,Rewe,supermarket,DE22170806079195028710,DE28571102327654896575
173,299.64,2021-02-13T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE28571102327654896575
274,63.19,2019-04-06T10:49:31.642193,Cocolo Ramen,food,DE78690946739504309806,DE28571102327654896575
286,715.81,2019-02-07T10:49:31.641784,Zeit für Brot,food,DE76894768662419673111,DE28571102327654896575
296,131.74,2021-05-29T10:49:31.642000,Zalando,clothes,DE22170806079195028710,DE28571102327654896575
314,355.97,2019-07-30T10:49:31.642193,S.Oliver,clothes,DE20117978677399847042,DE28571102327654896575
315,640.75,2020-02-02T10:49:31.642193,hotels.com,vacation,DE98578335434393251543,DE28571102327654896575
327,463.67,2019-10-28T10:49:31.642174,CordoBar,food,DE33510125629974889896,DE28571102327654896575
345,122.33,2020-05-22T10:49:31.642023,Rewe,supermarket,DE27235503909700305654,DE28571102327654896575
354,359.21,2021-01-14T10:49:31.642087,booking.com,vacation,DE50493093512418563495,DE28571102327654896575
399,41.39,2020-01-10T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE28571102327654896575
401,203.89,2021-04-30T10:49:31.642279,Esprit,clothes,DE31852781254280985515,DE28571102327654896575
410,818.30,2020-04-18T10:49:31.641763,thanks,transfer,DE70334119137743514093,DE28571102327654896575
412,894.76,2021-12-10T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE28571102327654896575
420,792.17,2021-10-05T10:49:31.641721,Pauly Saal,food,DE82444435329779109646,DE28571102327654896575
433,322.43,2020-02-23T10:49:31.642193,Pauly Saal,food,DE20117978677399847042,DE28571102327654896575
434,184.30,2017-12-18T10:49:31.641937,thanks,transfer,DE67444719107381296569,DE28571102327654896575
457,784.87,2019-07-18T10:49:31.641721,Vero Moda,clothes,DE82444435329779109646,DE28571102327654896575
477,360.21,2019-05-10T10:49:31.642000,ryanair,vacation,DE22170806079195028710,DE28571102327654896575
523,343.65,2021-10-25T10:49:31.641890,thanks,transfer,DE10985785971549145687,DE28571102327654896575
527,788.33,2020-04-29T10:49:31.641958,Effing,food,DE50561242036667643899,DE28571102327654896575
530,353.26,2018-01-07T10:49:31.642193,thanks,transfer,DE20117978677399847042,DE28571102327654896575
548,233.87,2019-09-09T10:49:31.642174,Zalando,clothes,DE33510125629974889896,DE28571102327654896575
569,465.63,2020-04-05T10:49:31.641784,hotels.com,vacation,DE76894768662419673111,DE28571102327654896575
597,141.67,2021-12-06T10:49:31.641870,Pauly Saal,food,DE29354508073743831293,DE28571102327654896575
611,333.71,2018-08-23T10:49:31.642193,Edeka,supermarket,DE78690946739504309806,DE28571102327654896575
620,714.57,2017-07-26T10:49:31.642193,thanks,transfer,DE28571102327654896575,DE28571102327654896575
631,636.35,2019-09-18T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE28571102327654896575
643,418.42,2020-07-13T10:49:31.642108,thanks,transfer,DE46175649932131791856,DE28571102327654896575
644,605.30,2019-11-16T10:49:31.641937,Esprit,clothes,DE67444719107381296569,DE28571102327654896575
654,967.49,2018-01-09T10:49:31.641828,Zalando,clothes,DE50139821739297986888,DE28571102327654896575
676,588.50,2019-09-06T10:49:31.641848,Zalando,clothes,DE77851065666584720184,DE28571102327654896575
719,451.85,2021-02-03T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE28571102327654896575
723,996.30,2021-01-04T10:49:31.641784,Effing,food,DE76894768662419673111,DE28571102327654896575
777,896.31,2019-01-06T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE28571102327654896575
779,819.30,2019-09-26T10:49:31.642279,Aldi,supermarket,DE31852781254280985515,DE28571102327654896575
780,140.51,2019-09-13T10:49:31.641848,Aldi,supermarket,DE77851065666584720184,DE28571102327654896575
792,564.54,2019-01-07T10:49:31.642174,hotels.com,vacation,DE33510125629974889896,DE28571102327654896575
798,958.12,2020-02-13T10:49:31.641828,Edeka,supermarket,DE50139821739297986888,DE28571102327654896575
816,389.98,2021-01-06T10:49:31.642000,Rewe,supermarket,DE22170806079195028710,DE28571102327654896575
835,56.86,2021-08-12T10:49:31.642279,S.Oliver,clothes,DE31852781254280985515,DE28571102327654896575
874,645.60,2021-08-28T10:49:31.641958,thanks,transfer,DE50561242036667643899,DE28571102327654896575
976,147.55,2019-06-03T10:49:31.642023,thanks,transfer,DE27235503909700305654,DE28571102327654896575
1032,889.18,2021-07-06T10:49:31.641890,Rewe,supermarket,DE10985785971549145687,DE28571102327654896575
1152,412.73,2018-11-01T10:49:31.641848,Aldi,supermarket,DE77851065666584720184,DE28571102327654896575
1154,774.36,2021-12-22T10:49:31.642065,Effing,food,DE44305226222441557697,DE28571102327654896575
1269,906.32,2018-08-21T10:49:31.642129,Cocolo Ramen,food,DE65403466947923029055,DE28571102327654896575
1319,164.66,2020-03-15T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE28571102327654896575
1341,892.29,2018-02-28T10:49:31.642193,Rewe,supermarket,DE28571102327654896575,DE28571102327654896575
1343,155.10,2018-02-12T10:49:31.642193,Lokal,food,DE92648558961468741310,DE28571102327654896575
1392,594.10,2019-04-23T10:49:31.641937,thanks,transfer,DE67444719107381296569,DE28571102327654896575
1408,724.42,2021-03-30T10:49:31.642256,easyjet,vacation,DE28254691836878919381,DE28571102327654896575
1426,699.40,2018-12-19T10:49:31.642193,Aldi,supermarket,DE20117978677399847042,DE28571102327654896575
1469,17.89,2019-08-14T10:49:31.642174,thanks,transfer,DE33510125629974889896,DE28571102327654896575
1472,276.96,2020-05-04T10:49:31.641890,easyjet,vacation,DE10985785971549145687,DE28571102327654896575
1486,123.61,2019-04-18T10:49:31.641937,Aldi,supermarket,DE67444719107381296569,DE28571102327654896575
1490,774.39,2019-01-19T10:49:31.642087,CordoBar,food,DE50493093512418563495,DE28571102327654896575
1521,788.23,2019-12-12T10:49:31.641828,Edeka,supermarket,DE50139821739297986888,DE28571102327654896575
1549,974.50,2017-10-10T10:49:31.642193,Effing,food,DE98578335434393251543,DE28571102327654896575
1552,131.56,2019-06-22T10:49:31.642000,thanks,transfer,DE22170806079195028710,DE28571102327654896575
1592,788.62,2018-01-11T10:49:31.641937,Rewe,supermarket,DE67444719107381296569,DE28571102327654896575
1653,316.51,2018-07-27T10:49:31.641828,thanks,transfer,DE50139821739297986888,DE28571102327654896575
1662,412.28,2018-02-27T10:49:31.642174,Aldi,supermarket,DE33510125629974889896,DE28571102327654896575
1664,382.39,2020-05-10T10:49:31.642065,Esprit,clothes,DE44305226222441557697,DE28571102327654896575
1695,553.55,2018-09-11T10:49:31.642087,Edeka,supermarket,DE50493093512418563495,DE28571102327654896575
1703,519.57,2018-03-14T10:49:31.641981,Rewe,supermarket,DE51728838437501118370,DE28571102327654896575
1704,464.97,2017-09-19T10:49:31.642193,thanks,transfer,DE20117978677399847042,DE28571102327654896575
1718,299.49,2018-06-04T10:49:31.642193,thanks,transfer,DE20117978677399847042,DE28571102327654896575
1781,887.68,2019-05-07T10:49:31.641828,Zalando,clothes,DE50139821739297986888,DE28571102327654896575
1803,61.49,2021-01-05T10:49:31.641721,hotels.com,vacation,DE82444435329779109646,DE28571102327654896575
1821,284.78,2019-07-28T10:49:31.642108,thanks,transfer,DE46175649932131791856,DE28571102327654896575
1844,746.68,2021-01-20T10:49:31.642108,Aldi,supermarket,DE46175649932131791856,DE28571102327654896575
1907,561.63,2019-10-16T10:49:31.642279,Rewe,supermarket,DE31852781254280985515,DE28571102327654896575
1951,686.59,2021-08-17T10:49:31.642065,Esprit,clothes,DE44305226222441557697,DE28571102327654896575
16,511.77,2021-01-19T10:49:31.641870,Esprit,clothes,DE76894768662419673111,DE29354508073743831293
